workerid,proliferate.condition,classification,num,sentence,stim,text,trial,type,subject_data.age,subject_data.american,subject_data.assessment,subject_data.comments,subject_data.fairprice,subject_data.gender,subject_data.languages,subject_data.problems,time_in_minutes,error
120,condition1,obstacle,30,Unlimited means unlimited. I don't care if I only use 2GB of data half the year. It's the freedom…,,to use it,6,non-legal,40,Yes,Confused,,current rate is fine,Other,English,"nope, although I definitely used more than 4 words on several entries at first.  i think the 2-4 was a bit too constraining to make continuations that actually made sense...",4.749383333,
19,condition1,obstacle,26,"Knowing constitutional law requires full knowledge of all four Organic Laws of the United States of America and the only way to acquire that knowledge is to read and study those laws. Together, the Declaration of Independence and the Articles of Confederation provide a path to freedom…",,"United, people",4,legal,31,Yes,Confused,None,$1.25 ,Male,English,No,10.12106667,
133,condition1,obstacle,16,Some women and children have been detained for months in South Texas. Many ties to Georgia found in detention centers are directly linked to the predicament. After winning their freedom…,,was happening,7,legal,30,Yes,Confused,,yes,Male,English,No,4.508266667,
33,condition1,obstacle,9,Our constitution grants to each citizen the liberty and freedom to determine their own perception of reality. We simply ask each American citizen to exercise their freedom…,,with consideration,2,legal,33,Yes,Confused,,$2 ,Male,English,,9.681833333,
72,condition1,obstacle,9,Our constitution grants to each citizen the liberty and freedom to determine their own perception of reality. We simply ask each American citizen to exercise their freedom…,,with respect to others,2,legal,42,Yes,Confused,,2.03,Male,English,No,23.73603333,
5,condition1,opportunity,35,"“It brought a lot of threats from people already saying I'll never work again,"" she told the newspaper. ""If that's what America has come to, where we all hate and bully people, there's no more freedom…",, ,4,non-legal,,,Confused,,,Other,,,0.837683333,
231,condition1,opportunity,9,Our constitution grants to each citizen the liberty and freedom to determine their own perception of reality. We simply ask each American citizen to exercise their freedom…,,Accordingly and fairly ,5,legal,38,Yes,Confused,,$2.50 ,Male,English ,,8.745733333,
176,condition1,opportunity,33,"The story of slavery and freedom told so movingly inside the museum, however, is also a painful and shameful narrative heard beyond the building's grounds. Visitors don't have to enter the building to learn about slavery or see symbols of the Black struggle to defend freedom…",,and justice/equality,7,non-legal,20,Yes,Confused,Mildly confusing but OK,$2 ,Male,English,No,9.65675,
149,condition1,opportunity,7,"No, substantively, nothing has changed. It might be comforting to dig for the positives but the fact remains that this ruling will keep Obama in the WH. There will be nothing left of freedom…",,but the past.,3,legal,42,Yes,Confused,,5,Female,English,no,5.032433333,
205,condition1,opportunity,28,"Ten years ago, 106 nations affirmed their dedication to respecting and upholding core democratic values including the right of citizens to choose their representatives through regular, free, and fair elections with universal and equal suffrage; to equal protection under the law; and to freedom…",,Choose yourself,3,legal,46,No,Confused,,Yes,Male,English,No,7.103583333,
19,condition1,opportunity,37,The American promise is alive. It is that promise that's always set this country apart. It's a promise that says each of us has the freedom…,,"Democracy, constitution",8,legal,31,Yes,Confused,None,$1.25 ,Male,English,No,10.12106667,
137,condition1,opportunity,1,"She addressed the Wikosans, using only those words of her language that she knew Benton could understand. ""Choose twelve among you to return to Wikosa. You will tell Wikosa that they may buy your lives and your freedom…",,for a price.,1,non-legal,35,Yes,Confused,,$2 ,Other,English,,6.583033333,
144,condition1,opportunity,6,"At the time of the Paris Peace Conference, the goal of the conference was described as ""giving birth to a new order to which all mankind is looking for freedom…",,for all,4,legal,29,Yes,Confused,,$1 ,Male,English,,3.58355,
33,condition1,opportunity,26,"Knowing constitutional law requires full knowledge of all four Organic Laws of the United States of America and the only way to acquire that knowledge is to read and study those laws. Together, the Declaration of Independence and the Articles of Confederation provide a path to freedom…",,for all citizens,9,legal,33,Yes,Confused,,$2 ,Male,English,,9.681833333,
120,condition1,opportunity,26,"Knowing constitutional law requires full knowledge of all four Organic Laws of the United States of America and the only way to acquire that knowledge is to read and study those laws. Together, the Declaration of Independence and the Articles of Confederation provide a path to freedom…",,for all citizens,3,legal,40,Yes,Confused,,current rate is fine,Other,English,"nope, although I definitely used more than 4 words on several entries at first.  i think the 2-4 was a bit too constraining to make continuations that actually made sense...",4.749383333,
138,condition1,opportunity,28,"Ten years ago, 106 nations affirmed their dedication to respecting and upholding core democratic values including the right of citizens to choose their representatives through regular, free, and fair elections with universal and equal suffrage; to equal protection under the law; and to freedom…",,for all mankind,3,legal,25,Yes,Confused,,,Female,English,,4.33745,
43,condition1,opportunity,33,"The story of slavery and freedom told so movingly inside the museum, however, is also a painful and shameful narrative heard beyond the building's grounds. Visitors don't have to enter the building to learn about slavery or see symbols of the Black struggle to defend freedom…",,for all.,1,non-legal,62,Yes,Confused,It was excellent. ,1,Female,English,No,13.6914,
138,condition1,opportunity,17,Libraries = Intellectual Freedom. Libraries are already one of the leaders in intellectual freedom. We work hard to ensure privacy and freedom…,,for all.,4,non-legal,25,Yes,Confused,,,Female,English,,4.33745,
68,condition1,opportunity,15,Both the Religious Test Clause and the First Amendment of the Constitution are not guarantees of religious heterogeneity--they are guarantees of a freedom…,,for faith,7,legal,20,Yes,Confused,,$2.50 ,Male,English,no,4.479216667,
176,condition1,opportunity,0,"They think I do great work. It's things like the parody video that turns me off to photography as a business. I have no interest in dealing with prospects and clients, answering to their whims, or compromising my freedom…",,for their benefit,2,non-legal,20,Yes,Confused,Mildly confusing but OK,$2 ,Male,English,No,9.65675,
138,condition1,opportunity,4,"It was our Japanese publisher, Sunsoft, who approached us out of the blue asking us if we'd do a game for an older audience. We shared a tremendous amount of mutual respect toward one another and we were given total creative freedom…",,for this game.,1,non-legal,25,Yes,Confused,,,Female,English,,4.33745,
29,condition1,opportunity,9,Our constitution grants to each citizen the liberty and freedom to determine their own perception of reality. We simply ask each American citizen to exercise their freedom…,,freely.,6,legal,30,Yes,Confused,,$2.00 ,Female,English,No,6.126966667,
120,condition1,opportunity,20,"I am thrilled to see Occupy working so constructively to help all those who think they are trapped in debt realize that the trap is to a large extent, comprised simply of intimidation, and that with some of the right kind of guidance and thought, one can get free. Life's problems and our society's problems must still be faced, but once one has attained freedom…",,from want,10,non-legal,40,Yes,Confused,,current rate is fine,Other,English,"nope, although I definitely used more than 4 words on several entries at first.  i think the 2-4 was a bit too constraining to make continuations that actually made sense...",4.749383333,
205,condition1,opportunity,2,"Gov Corbett is moving money away from public schools into an expansion of charter schools and vouchers. Even though the budgets of our school districts have been cut they are required to fund charter schools within the district. ""These institutions give educators the freedom…",,fund who they want,1,legal,46,No,Confused,,Yes,Male,English,No,7.103583333,
19,condition1,opportunity,15,Both the Religious Test Clause and the First Amendment of the Constitution are not guarantees of religious heterogeneity--they are guarantees of a freedom…,,"God, belief",5,legal,31,Yes,Confused,None,$1.25 ,Male,English,No,10.12106667,
176,condition1,opportunity,14,"Human freedom is thus distinct from the kind of freedom talked about by animal liberationists. Human freedom is largely our ability to act free of external constraints, but also freedom…",,grants us liberty,8,legal,20,Yes,Confused,Mildly confusing but OK,$2 ,Male,English,No,9.65675,
